repo,number,url,title,body,merged,merged_by,author,keywords,comments,commits
grpc/grpc-java,11575,https://github.com/grpc/grpc-java/pull/11575,core: SpiffeUtil API for extracting Spiffe URI and loading TrustBundles,"Additional API for SpiffeUtil:

- extract Spiffe URI from certificate chain
- load Spiffe Trust Bundle from filesystem [json spec](https://github.com/spiffe/spiffe/blob/main/standards/SPIFFE_Trust_Domain_and_Bundle.md) [JWK spec](https://github.com/spiffe/spiffe/blob/main/standards/X509-SVID.md#61-publishing-spiffe-bundle-elements)",2024-10-17T18:11:07Z,ejona86,erm-g,"readability, readable, clarity, easier to read",,"Enhance for JsonParser, API for loading trust bundle from file and extraction of SPIFFE uri from leaf certs | Style fix | Address PR comments | Change format of certs in x5c field | Style fix | Change skipping elements to invalidating the bundle in case of exceptions | Style fix | Address PR comments | Assert instead of checkArgument | Win test debug | Win test debug | Win test debug | Win test fix | Address PR comments | Change JsonParser to not allow duplicates | Style fix | Style fix fpr OrphanedFormatString | Address PR comments + extra test for class cast exceptions (wrong types in json) | Copy test files into temp dir | style fix | Change sequnce number json name to 'spiffe_sequence' + address PR comments | unused import"
grpc/grpc-java,11068,https://github.com/grpc/grpc-java/pull/11068,cronet : Update library + Move to StableAPIs in Cronet,"In this Pull Request
1. Cronet is updated to `119.6045.31` from `108.5359.79`, In which Experimental API's are deprecated and moved to Stable Interfaces.
2. grpc-cronet Moved Experimental API's to Stable Interfaces
3. Removed use of reflection as Experimental API's are no longer in use (which are introdced in #6111)

Minor Changes
1. Updated JavaDoc : Android Permission from [`MODIFY_NETWORK_ACCOUNTING` (deprecated)](https://android.googlesource.com/platform/frameworks/base/+/master/core/res/AndroidManifest.xml#6416) to `UPDATE_DEVICE_STATS`
2. Update to JAVA-8 API's to improve code readability
3. Moved from `Charset.forName(""UTF-8"")` to `StandardCharsets.UTF_8` Standard

Fixes #10396 (@sergiitk)",2024-04-22T16:54:49Z,temawi,Ashok-Varma,"readability, readable, understandable","The committers listed above are authorized under a signed CLA.✅ login: Ashok-Varma / name: Ashok Varma  (cb2e1af, 42ff5a4, e728136, ed457b5) | Hi @sergiitk / @ejona86  / @temawi,
I've updated changes in to different commits. It's open for review | Hi @sergiitk,
I was just wondering on Linux and Macos artifacts taking time (those are stalled for ~10 days), does it signify any problem in the builds ? or are we supposed to generate and add them ? | I was just wondering on Linux and Macos artifacts taking time (those are stalled for ~10 days), does it signify any problem in the builds ?

It's not a problem. We have to manually start those builds by adding that kokoro label. | This looks fine to me, but I'm not sure if enough Android devices have the stable API. We may need to fall-back to the experimental API to reach more devices. @temawi, would you be able to investigate that?

I agree to this, Adding little-bit of background :

ExperimentalAPI deprecation done on Oct 27, 2022
Any Custom Implementation of Cronet (if API is not yet updated), Needs to update the API +move the experimental implementations to CronetEngine.
All Googles cronet implementations (embedded, fallback, play-services) are compatible with new API. | This looks fine to me, but I'm not sure if enough Android devices have the stable API. We may need to fall-back to the experimental API to reach more devices. @temawi, would you be able to investigate that?

I agree to this, Adding little-bit of background :

ExperimentalAPI deprecation done on Oct 27, 2022
Any Custom Implementation of Cronet (if API is not yet updated), Needs to update the API +move the experimental implementations to CronetEngine.
All Googles cronet implementations (embedded, fallback, play-services) are compatible with new API.


I also checked with the Cronet team - this should be a safe change to make. | @temawi, given the commits are split out, we'll probably want to rebase this instead of squashing (ideally the commits would have cronet: prefixes to make scanning easier, but this is fine).

Updated commits with cronet: prefix | Thank you @temawi  and @ejona86  for the help on PR.
Any plans on next release date, What's the release cadence for gRPC ? | @Ashok-Varma, see the milestones. Minor releases are scheduled every six weeks.",cronet: Update Cronet to latest release + Move to Stable Cronet APIs. | cronet: @javadoc update android permission MODIFY_NETWORK_ACCOUNTING (deprecated) => UPDATE_DEVICE_STATS | cronet: Update to Java-8 API's and tighten the scopes | cronet: Update to StandardCharsets and assertNotNull API's
grpc/grpc-java,11216,https://github.com/grpc/grpc-java/pull/11216,util: Stabilize AdvancedTlsX509TrustManager,"This PR is a part of 'Stabilize Advanced TLS' effort.
Clean up, improve javadoc, de-experimentalize of AdvancedTlsX509TrustManager, add a unit test (e2e already exists).",2024-07-11T16:11:49Z,ejona86,erm-g,"readability, readable","API review meeting notes:

CERTIFICATE_ONLY_VERIFICATION and INSECURELY_SKIP_ALL_VERIFICATION

Should document that these are dangerous to us, unless also specifying your own cert validation. Yes, one has INSECURELY in its name, but there should be some javadoc.

INSECURELY_SKIP_ALL_VERIFICATION

Mention that any loaded trust certs will be ignored. Yes, that's what it says, but just ""those other methods that you use all the time stop doing anything"" is helpful to point out.

Add docs to say that after build, no trust certs are loaded. You need to call one of the update/usesystem methods.
Builder needs more docs. For example, to explain that setSslSocketAndEnginePeerVerifier is called in addition to verifying certs as specified by Verification.
Should make clear that it is normal for nothing in the builder needs to be called? That should be the common case. Maybe just improve the AdvancedTlsX509TrustManager javadoc with a code snippet?


The minimum refresh period of 1 minute is enforced.

""enforced"" could mean several different things, including ""causes an error."" Probably want to tweak that to be more clear. | API review meeting notes:

CERTIFICATE_ONLY_VERIFICATION and INSECURELY_SKIP_ALL_VERIFICATION

Should document that these are dangerous to us, unless also specifying your own cert validation. Yes, one has INSECURELY in its name, but there should be some javadoc.

INSECURELY_SKIP_ALL_VERIFICATION

Mention that any loaded trust certs will be ignored. Yes, that's what it says, but just ""those other methods that you use all the time stop doing anything"" is helpful to point out.

Add docs to say that after build, no trust certs are loaded. You need to call one of the update/usesystem methods.
Builder needs more docs. For example, to explain that setSslSocketAndEnginePeerVerifier is called in addition to verifying certs as specified by Verification.
Should make clear that it is normal for nothing in the builder needs to be called? That should be the common case. Maybe just improve the AdvancedTlsX509TrustManager javadoc with a code snippet?


The minimum refresh period of 1 minute is enforced.

""enforced"" could mean several different things, including ""causes an error."" Probably want to tweak that to be more clear.

Done - I also reworded few comments before 'bumping up' to javadoc level. PTAL | @ejona86 I applied the changes we discussed - PTAL",Stabilization of API and unit testing | unused import | restructure of javadoc | grammar fix | fixed <p> tags | fixed <p> tags | Adjust style to KeyManager | Adjust style to KeyManager | FakeClock migration | Delete TearDown | Delete unused imports | Improved javadoc | Improved javadoc | Improved javadoc | Improved javadoc | Improved javadoc | Changed log to be compatible with Android < 26 | Address PR comments | Delete unused imports | extra test for default delegateManager | extra test for default delegateManager | style fix | Address PR comment | unused import | Address PR comments | Merge branch 'master' into TrustManager | Javadoc formatting | Merge remote-tracking branch 'origin/TrustManager' into TrustManager
grpc/grpc-java,11113,https://github.com/grpc/grpc-java/pull/11113,s2a: Add gRPC S2A,"Add S2A Java client to gRPC Java.

Context: https://github.com/google/s2a-go/blob/main/README.md",2024-09-14T00:11:17Z,larry-safran,rmehta19,"readability, readable, easier to read","The committers listed above are authorized under a signed CLA.✅ login: rmehta19 / name: Riya Mehta  (739ee23, b35f145, 46691df, 2dd1c7e, 72630d8, 217a3e4, 44fe552, f94cc10, 08f8342, f47c560, 1d41d10, 42cd3e8, f96d395, 12586b1, 35084af, 7f26712, d1f413b, 655f0bd, da330cd, 50b7366, 0e059e4, a8cacb0, 3198eec, 3184cdc, 38b0a3a, b021a21, 752627a, 19583a7) | Thanks @rmehta19. Can you PTAL at the test failures? | @matthewstevenson88, I made 2 changes and it looks like 2/3 linux runs are passing. tests(11) is failing with an error in code that was not affected by this PR, so I don't think that failure is related.
The changes:


The build originally failed because the generated grpc code in this PR did not match the code generated by the codegen plugin. I couldn't easily compile the codegen myself(due to reasons explained in: #7690). So instead I used the latest published binary available on https://mvnrepository.com/artifact/io.grpc/protoc-gen-grpc-java (1.63) to generate S2AServiceGrpc.java (Created and used a separate simple maven project just to run the plugin and get grpc gen code). Then I changed line 8 & 9 of S2AServiceGrpc.java to match other generated code in this repo (ex: 
  
    
      grpc-java/alts/src/generated/main/grpc/io/grpc/alts/internal/HandshakerServiceGrpc.java
    
    
        Lines 8 to 9
      in
      fb9a108
    
  
  
    

        
          
           value = ""by gRPC proto compiler"", 
        

        
          
           comments = ""Source: grpc/gcp/handshaker.proto"") 
        
    
  

). This resolved the errors thrown by 
  
    
      grpc-java/.github/workflows/testing.yml
    
    
        Lines 65 to 66
      in
      3c867c9
    
  
  
    

        
          
           - name: Check for modified codegen 
        

        
          
             run: test -z ""$(git status --porcelain)"" || (git status && echo Error Working directory is not clean. Forget to commit generated files? && false) 
        
    
  




A failure in the tests was caused when IntegrationTest.java is in package io.grpc.s2a: GetAuthenticationMechanismsTest.java fails because the flag is not being set by JCommander (or perhaps it is getting overwritten). When I moved IntegrationTest.java into the same package as  GetAuthenticationMechanismsTest.java: io.grpc.s2a.handshaker, this error does not happen. | LGTM, thanks @rmehta19! When you have a chance, please remove ""draft"" to the PR title and can we say a bit more in the CL description including pointing to the S2A-Go README (similar to what we did in the proto PR)?
After that, can we get sign-off from @erm-g and @ejona86? | LGTM, thanks @rmehta19! When you have a chance, please remove ""draft"" to the PR title and can we say a bit more in the CL description including pointing to the S2A-Go README (similar to what we did in the proto PR)?
After that, can we get sign-off from @erm-g and @ejona86?

Done -- thank you for the review @matthewstevenson88! | To make sure I understand, s2a is the public API, and s2a/channel and s2a/handshaker are internal APIs. Are those internal APIs to be used anywhere, even within Google?

Correct s2a is the public api, s2a/handshaker and s2a/channel are internal APIs to only be used within the s2a package.
cc: @matthewstevenson88 | Thank you for reviewing @erm-g, @ejona86 ! I have addressed the comments in separate commits. PTAL when you get a chance, and provide any additional feedback. | @ejona86, PTAL when you get a chance, and leave any additional feedback. Thank you in advance!
@erm-g & @matthewstevenson88 have approved these changes. | On July 16th @ejona86 replied to an email requesting some major reworking in your implementation.  Has there been any progress on that?  Specifically:

No blocking on the event loop
Use Async, not the blocking stub
Change to a more standard way of using error classes
Have your tests specify reasonable deadlines

I've been waiting on reviewing until this rework was done.
From the email:
I'm not comfortable with that handlerAdded(). InterruptedException causes loud sirens; there must be no blocking on
the event loop. We were promised ALTS would stop blocking, but that was never implemented and it caused my team
lots of time on debugging and workarounds. Given you're able to use SSLHandler, I don't think there'd be any strong 
reason to allow blocking, even initially. I see the blocking stub, and that will probably need to be changed. 
IllegalArgumentException is just the wrong exception type; that means ""the programmer made an error"" and it should 
basically never be caught. But it also means an argument was wrong, and a KeyStoreException seems unrelated to the 
arguments. Mixing ""ChannelHandler next"" and ""negotiator.newHandler()"" also seems suspicious, as it seems you are 
delegating twice. | Thanks @larry-safran, the item's have been addressed | Thanks for the review @larry-safran ! Please let me know if there is anything else to address. | Thanks for the comments @ejona86; I'll address them in separate commits at #11534. Let me know if you prefer separate PRs for them, or any other way of organizing. | There's plenty of smaller/isolated items. Feel free to group those together as you wish, as they are easy to review. A few of the comments might turn into larger/plumbing changes. Some of those may be best to be separate. But overall, if you do lots of the ""easy"" stuff together that'd be fine to review/merge while you work on something more difficult. | @ejona86 , @larry-safran I have addressed all the comments on this PR in the following 3 PRs:

#11534
#11539
#11540

PTAL at these 3 and leave any comments.
I will address the comment to move things to internal package and combine the MTLS and non-MTLS apis in the following 2 PRs, once the above 3 are merged.

#11541
#11544

Besides these changes, please let me know anything else we can do to enable s2a to be included in a grpc-java release. Thank you!",add s2a java client. | update to use gRPC Authors with copyright. | S2AChannelPool returnChannel --> returnToPool name change. | add s2a to sync-protos script. | S2AGrpcChannelPool remove unnecessary state check. | update proto package to grpc.gcp.s2a. | ConnectionIsClosedException --> ConnectionClosedException. | identity() --> getIdentity(). | annotate S2AChannelCredentials.Builder with NotThreadSafe. | add values entered when generating certs. | remove JCommander dependency. | Committing to resolve merge conflicts when syncing. | Migrate away from deprecated functions. | Remove logging before errors thrown in S2AStub. | Build set of TLS versions from S2Av2's GetTlsConfigResp. | S2AStub uses withWaitForReady. | Don't block on SslContext creation in Java S2A client. | use javax.annotation.Nullable in S2AProtocolNegotiatorFactory. | getChannel() doesn't block. | Remove unnecessary local variable in  getAuthMechanism. | Invert if statement in ProtoUtil to improve readability. | Check localIdentity is null before setting it. | Check hostname not null or empty. | Change channelRead argument ctx to unused. | Remove unnecessary waitForReady() in IntegrationTest. | Push down the creation of Optional<S2AIdentity> until S2AProtocolNegotiator. | Wait for servers to be terminated in tearDown in IntegrationTest.java. | mark unused ctx in channelReadComplete.
grpc/grpc-java,10641,https://github.com/grpc/grpc-java/pull/10641,interop-testing: Improve ChannelAndServerBuilderTest readability,Add javadoc and code readability refactoring,2023-11-02T17:06:40Z,sergiitk,sergiitk,"readability, readable",Was a part of PR #10587 where it's no longer needed,interop-testing: Improve ChannelAndServerBuilderTest readability
grpc/grpc-java,10282,https://github.com/grpc/grpc-java/pull/10282,"services, xds, orca: LRS named metrics support","Design: 
* go/grpc-xds-lrs-named-metrics 
* go/lrs-named-metrics-design-review-slides
* Implements https://github.com/grpc/proposal/blob/master/A64-lrs-custom-metrics.md

",2023-07-11T20:29:32Z,YifeiZhuang,danielzhaotongliu,"readability, readable",PTAL @ejona86. Thanks. | cc @YifeiZhuang,"add namedMetrics map & API to CallMetricRecorder | add named metrics to ORCA server interceptor | new named metrics struct & ORCA tracer factory in ClusterImpl LB | added unit tests | added more tests | added comment for recordBackendLoadMetricStats() to perform increment/update or create entry atomically | BackendLoadMetricStats mutable, recordBackendLoadMetricStats(Map) and snapshot() synchronized | replace backend metrics map with new one in snapshot(), copy with unmodifiableMap() | updated ClusterImplLoadBalancerTest with float tolerance equality"
grpc/grpc-java,9856,https://github.com/grpc/grpc-java/pull/9856,googleapis: Allow user set c2p bootstrap config,"Instead of always overriding the bootstrap with a custom c2p config, now we allow user defined ones to also be used. This only applies when running in GCP with federation.",2023-01-24T23:57:11Z,temawi,temawi,"readability, readable","@apolcyn Could you please check that this meets the requirements?
@easwars Can you spot any discrepancies with the Go implementation?
@YifeiZhuang Can you please sanity check my approach of omitting the setting of the bootstrap override to allow xds client to pick up a user provided config?","googleapis: Allow user set c2p bootstrap config

Instead of always overriding the bootstrap with a custom c2p config, now
we allow user defined ones to also be used. This only applies when
running in GCP with federation. | Include zone and ipv6 in the condition

Also some refactoring for code clarity. | Put delegate starting back into a finally block"
grpc/grpc-java,8934,https://github.com/grpc/grpc-java/pull/8934,Static authorization server interceptor implementation,"1. Implements static authorization server interceptor with end to end tests.
2. Adds support for ""v3"" HeaderMatcher proto by handling new fields like string_match.",2022-12-21T23:30:43Z,ashithasantosh,ashithasantosh,"readability, readable","Was there a reason you didn't use RbacFilter directly?

I moved the rbac parsing logic to a common location in io.grpc.xds.internal.rbac.engine package due to following reasons

to avoid dependency on xds. Also RbacFilter is not public in io.grpc.xds; cannot be accessed from outside package
for code readability. the code seemed more readable to me if we split the rbac parsing code into a different class, instead of depending on RbacFilter implementation | Was there a reason you didn't use RbacFilter directly?

I moved the rbac parsing logic to a common location in io.grpc.xds.internal.rbac.engine package due to following reasons

to avoid dependency on xds. Also RbacFilter is not public in io.grpc.xds; cannot be accessed from outside package
for code readability. the code seemed more readable to me if we split the rbac parsing code into a different class, instead of depending on RbacFilter implementation


I think Eric is saying you only need to call rbacfilter.buildServerIntercetor() 
but yea we have to make RbacFilter accessible from auth | I think Eric is saying you only need to call rbacfilter.buildServerIntercetor()  but yea we have to make RbacFilter accessible from auth

In non-xDS authorization, we have upto two RBAC engines per Server Interceptor. And the grpc user can use the factory method to create the interceptor and attach it to server enabling grpc authorization.
gRPC Java authz API design
If we use rbac filter's method to generate server interceptor, then we would have upto two interceptors. This could complicate the API that we expose to the users or we could have two interceptors within an interceptor and keep the API unchanged. Also, when we introduce dynamic file reloading support, that is we reload the authorization policy periodically from file system, we would keep on creating new server interceptors as the policy changes, and this could complicate the design like we would have to consider the conditions where both interceptors aren't updated atomically, and we have authorization decisions being made with stale and new interceptor say. Plus code wise, I don't see any code duplication, just the creation and interception of interceptor, so I feel like we should keep xds and non-xds separate.
**EDIT: We can just swap the old with new internal static interceptor in file watcher to deal with synchronization issues. I still prefer keeping them separate as it simplifies code. | This would complicate the API that we expose to the users

No. Two vs 1 interceptor internally should have no bearing on the API we expose to users.
I suggest we do something like 
  
    
      grpc-java/xds/src/main/java/io/grpc/xds/XdsNameResolver.java
    
    
         Line 602
      in
      79f2562
    
  
  
    

        
          
           private static ClientInterceptor combineInterceptors(final List<ClientInterceptor> interceptors) { | This would complicate the API that we expose to the users

No. Two vs 1 interceptor internally should have no bearing on the API we expose to users.

Right! I meant the same thing above (quoting previous message ""or we could have two interceptors within an interceptor and keep the API unchanged"")
I updated the implementation based on the comment. Please take a look. Sorry it took so long. I was on a month long vacation and was busy catching up on some work. | @ejona86 Please take a look at the PR when you find time. Thank you:) | @ejona86 Friendly ping!:) | @ejona86 PTAL | @ejona86 PTAL | @YifeiZhuang, do you know how we were missing contains and stringMatcher? | @YifeiZhuang, do you know how we were missing contains and stringMatcher?

Oh, apparently they aren't used by this code, so that resolves some of my questions. I think they were just added later. @ashithasantosh simply noticed they were missing when comparing to C++, which makes sense. | @ejona86 Thank you for the review. PTAL I resolved all the comments.
@YifeiZhuang already approved the PR, should I wait on a final review?",Static authorization server interceptor implementation | Resolving comments | Remove RbacParser file | update error logs | checkstyle fixes | Merge remote-tracking branch 'upstream/master' into interceptor_impl | Merge remote-tracking branch 'upstream/master' into interceptor_impl | Add InternalRbacFilter | formatting | javadoc | format test file | resolving comments | Merge remote-tracking branch 'upstream/master' into interceptor_impl | minor formatting | Update comment
grpc/grpc-java,9145,https://github.com/grpc/grpc-java/pull/9145,Change the gRPC o11y logName when sending logs to GCP.,"Change the gRPC o11y logName when sending logs to GCP.
From: grpc
To: microservices.googelapis.com%2Fobservability%2Fgrpc",2022-06-08T20:57:46Z,sanjaypujare,fengli79,"readability, readable","Decoding a user provided string on web GUI could be pretty dangerous.
Also, by definition, log name projects/grpc-testing/logs/microservices.googleapis.com%2Fobservability%2Fgrpc is a string with URL encoded log id (microservices.googleapis.com/observability/grpc) in the middle.
The cloud logging explorer shows the log name instead of log id.
We verified this behavior by checking the log entries generated by audit log as well: | Decoding a user provided string on web GUI could be pretty dangerous.

You are talking about things like XSS. Indiscriminately decoding user input can be bad I agree - but they also do ""safe decoding"" when they are sure there is no security vulnerability. Decoding ""%2F"" to ""/"" in an html output can never be dangerous.
I have a basic question: if our (so called user provided) string of ""microservices.googleapis.com%2Fobservability%2Fgrpc"" is never rendered in a user friendly way (such as ""microservices.googleapis.com/observability/grpc"") to the user then why even bother with a name like that? Why not just use an _ or -  so  e.g. microservices.googleapis.com_observability_grpc ?
Also looking at the doc you cited https://cloud.google.com/logging/docs/reference/v2/rest/v2/LogEntry it also says
[LOG_ID] must be less than 512 characters long and can only include the following characters: upper and lower case alphanumeric characters, forward-slash, underscore, hyphen, and period.

I see some inconsistency here. They say it can contain forward-slash and I can't believe it means a percent-encoded forward-slash. | %2F is not danger doesn't mean other decoding is not danger too, like %3C. Also, this is cloud logging behavior instead of gRPC behavior. Cloud logging may apply other security protection mechanism, like validate the user generated string, etc, but eventually, it's their call about how to render the UGC.
I don't see inconsistency in cloud logging's definition and its GUI about log id and log name.
Please note (I posted in previous comments as well)

Log ID can contains forward slash /, and microservices.googleapis.com/observability/grpc is a valid Log ID.
Log Name is a string with URL encoded Log ID.
The cloud logging GUI shows the Log Name, not the Log ID.

Regarding to the microservices.googleapis.com_observability_grpc proposal, it's not a valid url any way (even worse for readability, also note that URL encode the log id implies its format should be a valid URL, or better to be), and we should be align with other googleapis, like audit logging. Having `microservices.googleapis.com/' prefix in our log id is important to distinguish from user generated log entries, they may not have a domain prefix and there's no clear way to distinguish them. | There is miscommunication. We should discuss offline to get this sorted out | A few updates after our offline meeting.

It's a must, to set URL encoded log id with in the log name. (I forwarded the bug to you via IM)
Project id was set via LoggingOptions, so, no need to set it in log name. (This needs to be followed up with cloud logging, as their document is probably not accurate, it reads like required in the log name).
Given that log id within the log name has to be URL encoded, showing a decoded log id when cloud logging GUI presents the log name is wrong, unless cloud logging change the definition of log name.

Please let me if there's other action items in your mind to unblock this PR. | @sanjaypujare, could you help to merge? | @sanjaypujare, could you help to merge?

Oops, sorry. Doing it now",Change the gRPC o11y logName when sending logs to GCP. | Format code. | Merge branch 'grpc:master' into master | Change the gRPC o11y logName when sending logs to GCP. | Reformat.
grpc/grpc-java,8767,https://github.com/grpc/grpc-java/pull/8767,xds: XdsNameResolver change to support RouteAction with RLS plugin,Implementation of the xDS Resolver section of the design http://go/grpc-rls-in-xds/view#heading=h.wkxepad0knu,2022-01-19T20:55:23Z,dapengzhang0,dapengzhang0,"readability, readable","Then we won't need separate maps for different cluster types in bunch of places, f.e. [generateServiceConfigWithLoadBalancingConfig()]

Looks like generateServiceConfigWithLoadBalancingConfig() doesn't actually need the two separate maps even now. It could just as easily iterate directly over clusterRefs. Looks like it didn't to avoid indentation/modifying the method much? I'd prefer it avoid the temporary maps here; it seems that'd be easier to understand.

Or in updateRoutes()

And this just avoids creating ClusterRefState within the Route loop. Seems like it'd be better to just generate a Map<String, ClusterRefState> within the Route loop, with very little duplicate code (just a ""check if there is already an entry"", and if so, bump reference count).
So I think this is more a ""chosen code flow"" and not a polymorphism issue.
But, Sergii, you mentioned the polymorphism would have a method to get the service config. Looking deeper, it would only need that method and an equals. Seems like ClusterRefState should just store the service config directly. That'd use a bit more memory, but there's not a ton of these objects. | Great, thanks @ejona86 for the feedback! @dapengzhang0 - I hope this makes sense and actionable for you. As I said, the code looks OK and I don't want to block this from getting merged. | Looks like generateServiceConfigWithLoadBalancingConfig() doesn't actually need the two separate maps even now. It could just as easily iterate directly over clusterRefs. Looks like it didn't to avoid indentation/modifying the method much?

Yes. I didn't to avoid having generateServiceConfigWithLoadBalancingConfig() take an argument of Map<String, ClusterRefState> clusterRefs, and ClusterRefState constains a lot of data that is unneeded for generateServiceConfigWithLoadBalancingConfig().
If generateServiceConfigWithLoadBalancingConfig() were not a static method, it would have no argument, and that would look much neater. However, this method has been static for testing purpose. | Thanks @sergiitk for blaming the code smell. Fixing it will make the code much neater. PTAL.",xds: XdsNameResolver change to support RouteAction with RLS plugin | Merge branch 'master' into xds-rls-resolver | use ImmutableMap.Builder | fit into a single line | fix code smell | rename methods | inline generateServiceConfigWithLoadBalancingConfig and use Immutable | call syncContext.throwIfNotInThisSynchronizationContext() | further improvement for readability
